Foldername,Title,Authors,Keywords,Cited by,Source title,Year,DOI,URL,PDF_URL,Abstract
MDM_WF,Pretreatment-free SERS sensing of microplastics using a self-attention-based neural network on hierarchically porous Ag foams,O. Guselnikova; A. Trelin; Yunqing Kang; Pavel S. Postnikov; M. Kobashi; A. Suzuki; L. Shrestha; Joel Henzie; Yusuke Yamauchi,"['microplastics', 'raman', 'micelles', 'biofouling', 'polymethylmethacrylate']",31.0,Nature Communications,2024.0,10.1038/s41467-024-48148-w,https://www.semanticscholar.org/paper/71744c5efb2c9b1aa72e848510eca99ce61f7716,https://www.nature.com/articles/s41467-024-48148-w.pdf,"Low-cost detection systems are needed for the identification of microplastics (MPs) in environmental samples. However, their rapid identification is hindered by the need for complex isolation and pre-treatment methods. This study describes a comprehensive sensing platform to identify MPs in environmental samples without requiring independent separation or pre-treatment protocols. It leverages the physicochemical properties of macroporous-mesoporous silver (Ag) substrates templated with self-assembled polymeric micelles to concurrently separate and analyze multiple MP targets using surface-enhanced Raman spectroscopy (SERS). The hydrophobic layer on Ag aids in stabilizing the nanostructures in the environment and mitigates biofouling. To monitor complex samples with multiple MPs and to demultiplex numerous overlapping patterns, we develop a neural network (NN) algorithm called SpecATNet that employs a self-attention mechanism to resolve the complex dependencies and patterns in SERS data to identify six common types of MPs: polystyrene, polyethylene, polymethylmethacrylate, polytetrafluoroethylene, nylon, and polyethylene terephthalate. SpecATNet uses multi-label classification to analyze multi-component mixtures even in the presence of various interference agents. The combination of macroporous-mesoporous Ag substrates and self-attention-based NN technology holds potential to enable field monitoring of MPs by generating rich datasets that machines can interpret and analyze."
MDM_WF,Alcohol Pretreatment to Eliminate the Interference of Micro Additive Particles in the Identification of Microplastics Using Raman Spectroscopy,Dunzhu Li; E. Sheerin; Yunhong Shi; Liwen Xiao; Luming Yang; J. Boland; J. Wang,"['microplastics', 'microplastic', 'polypropylene', 'polyethylene', 'plastic']",31.0,Environmental Science and Technology,2022.0,10.1021/acs.est.2c01551,https://www.semanticscholar.org/paper/95fb6b1eea3243caf64bb83e0fa739ef522994d3,https://pubs.acs.org/doi/pdf/10.1021/acs.est.2c01551,
MDM_WF,Identification and Quantification of Microplastics in Aquaculture Environment,Shuo Xiang; Yuqun Xie; Xuemei Sun; Haoyue Du; Jun Wang,"['microplastics', 'aquaculture', 'aquatic', 'extraction', 'plastic']",27.0,Frontiers in Marine Science,2022.0,10.3389/fmars.2021.804208,https://www.semanticscholar.org/paper/c7059c2f3e79dd7fe20d510afb3a3c84428eb354,https://www.frontiersin.org/articles/10.3389/fmars.2021.804208/pdf,"The existence of microplastics (MPs) poses a potential threat to the entire ecosystem and has gained wide public attention. As an essential source of aquatic products, aquaculture industries are inevitably subjected to the pollution of MPs, particularly when the plastic products are widely used in aquaculture. Even so, the identification of MPs in aquaculture is rarely reported. Hence, high-efficient analytical methods for accurate detection of MPs in the aquaculture environment are of utmost significance. This review comprehensively summarizes the analytical methods for MPs in aquaculture, including sampling, extraction, and qualitative and quantitative analyses of MPs. MPs are identified and quantified mainly by visual inspection, spectroscopy, or thermal analysis. In addition, this review also points out the limitations of these methods and the accuracy of quality control. Finally, the need for establishing standard methods is emphasized, and suggestions for future research are also proposed."
MDM_WF,Using FTIRS as pre-screening method for detection of microplastic in bulk sediment samples.,Annette Hahn; G. Gerdts; Carolin Völker; Vincent Niebühr,"['FTIR', 'LDPE', 'PET', 'Partial least squares regression (PLSR) modeling']",27.0,Science of the Total Environment,2019.0,10.1016/j.scitotenv.2019.06.227,https://www.semanticscholar.org/paper/2b910931309eed4622c10d79451bdb6d749f9ca9,,
MDM_WF,"Emerging investigator series: microplastic sources, fate, toxicity, detection, and interactions with micropollutants in aquatic ecosystems - a review of reviews.",M. Ateia; Gamze Ersan; Mohamed Gar Alalm; D. Boffito; T. Karanfil,"['microplastics', 'wastewater', 'contaminants', 'microorganisms', 'microbiota']",27.0,Environmental Science: Processes & Impacts,2022.0,10.1039/d1em00443c,https://www.semanticscholar.org/paper/5c138ce915e93254673d53483b0e07811cbd1e51,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9723983,"Hundreds of review studies have been published focusing on microplastics (MPs) and their environmental impacts. With the microbiota colonization of MPs being firmly established, MPs became an important carrier for contaminants to step inside the food web all the way up to humans. Thus, the continuous feed of MPs into the ecosystem has sparked a multitude of scientific concerns about their toxicity, characterization, and interactions with microorganisms and other contaminants. The reports of common subthemes have agreed about many findings and research gaps but also showed contradictions about others. To unravel these equivocal conflicts, we herein compile all the major findings and analyze the paramount discrepancies among these review papers. Furthermore, we systematically reviewed all the highlights, research gaps, concerns, and future needs. The covered focus areas of MPs' literature include the sources, occurrence, fate, existence, and removal in wastewater treatment plants (WWTPs), toxicity, interaction with microbiota, sampling, characterization, data quality, and interaction with other co-contaminants. This study reveals that many mechanisms of MPs' behavior in aquatic environments like degradation and interaction with microbiota are yet to be comprehended. Furthermore, we emphasize the critical need to standardize methods and parameters for MP characterization to improve the comparability and reproducibility of the incoming research."
MDM_WF,Ecological Effects of Soil Microplastic Pollution,R. Leed; Moore Smithson,"['microplastics', 'soil', 'pollutants', 'microbial', 'pollutant']",26.0,Science Insights,2019.0,10.15354/si.19.re102,https://www.semanticscholar.org/paper/7185c7bfbeeba1f380ff743bea49e3a6e8e92114,http://bonoi.org/index.php/si/article/download/114/90,"As a new type of environmental pollutant, microplastics pose a serious threat to soil ecosystems. We reviewed the classification and source of soil microplastics, separation, detection methods and existing problems. The pollution of soil microplastics and the adsorption effect and mechanism of microplastics on pollutants are summarized. The effects on soil animals, microbial ecology and carbon, nitrogen and other material cycles were analyzed. Furthermore, the ecological effects of microplastics are proposed, which provides new ideas for the study of soil microplastics in the future."
MDM_WF,Why analysing microplastics in floodplains matters: application in a sedimentary context.,Simone Lechthaler; V. Esser; H. Schüttrumpf; G. Stauch,"['microplastics', 'microplastic', 'sediments', 'sediment', 'sedimentation']",25.0,Environmental Science: Processes & Impacts,2020.0,10.1039/d0em00431f,https://www.semanticscholar.org/paper/4143dece2c69030aed7846c96773992f3de6796b,,
MDM_WF,Extraction of Common Small Microplastics and Nanoplastics Embedded in Environmental Solid Matrices by Tetramethylammonium Hydroxide Digestion and Dichloromethane Dissolution for Py-GC-MS Determination.,Peng Li; Yu-jian Lai; Rong-gang Zheng; Qing-cun Li; Xueying Sheng; Su-ping Yu; Zhineng Hao; Ya-Qi Cai; Jing-fu Liu,"['natural organic matter', 'polystyrene', 'Py-GC-MS', 'sediment', 'sludge', 'tetramethylammonium hydroxide']",23.0,Environmental Science and Technology,2023.0,10.1021/acs.est.3c03255,https://www.semanticscholar.org/paper/cd397ff6a33ffad62f75f29175c6f90def3d038b,,
MDM_WF,In-situ Detection Method for Microplastics in Water by Polarized Light Scattering,Tong Liu; Shijun Yu; Xiaoshan Zhu; Ran Liao; Zepeng Zhuo; Yanping He; Hui Ma,"['microplastics', 'polarized', 'polarization', 'scattering', 'weathering']",23.0,Frontiers in Marine Science,2021.0,10.3389/fmars.2021.739683,https://www.semanticscholar.org/paper/01fbf45c59d15506ef9cebd61b6a667086259cb0,https://www.frontiersin.org/articles/10.3389/fmars.2021.739683/pdf,"Microplastics (MPs) have become the widespread contaminants, which raises concerns on their ecological hazards. In-situ detection of MP in water bodies is essential for clear assessment of the ecological risks of MPs. The present study proposes a method based on polarized light scattering which measures the polarization parameters of the scattered light at 120° to detect MP in water. This method takes the advantage of in-situ measurement of the individual particles and the experimental setup in principle is used. By use of the measured polarization parameters equipped by machine learning, the standard polystyrene (PS) spheres, natural water sample, and lab-cultured microalgae are explicitly discriminated, and MP with different physical and chemical properties can be differentiated. It can also characterize the weathering of different MP and identify the specific type from multiple types of MP. This study explores the capability of the proposed method to detect the physical and chemical properties, weathering state and concentration of MP in water which promises the future application in water quality sensing and monitoring."
MDM_WF,Current development and future challenges in microplastic detection techniques: A bibliometrics-based analysis and review,Meiqing Jin; Jinsong Liu; Jie-ze Yu; Qingwei Zhou; Weihong Wu; Li Fu; Chengliang Yin; C. Fernandez; H. Karimi-Maleh,"['analysis methods', 'bibliometrics', 'detection', 'marine pollutant', 'microplastics', 'nanoplastics']",23.0,Science in progress,2022.0,10.1177/00368504221132151,https://www.semanticscholar.org/paper/d468a03e506464e38dfdab6d99338bc5f0a22146,https://journals.sagepub.com/doi/pdf/10.1177/00368504221132151,
MDM_WF,Microfluidics as a Ray of Hope for Microplastic Pollution,Emre Ece; Nedim Hacıosmanoğlu; F. Inci,"['microplastic pollution', 'microfluidics', 'separation', 'toxicity']",20.0,Biosensors,2023.0,10.3390/bios13030332,https://www.semanticscholar.org/paper/8da9d24ae96048c6dd0e084133e368664b2ba24f,https://www.mdpi.com/2079-6374/13/3/332/pdf?version=1677579909,
MDM_WF,Highly selective electrochemical impedance spectroscopy-based graphene electrode for rapid detection of microplastics.,Haoyue Du; Guanglong Chen; Jun Wang,"['Electrochemical impedance spectroscopy', 'Graphene electrode', 'Polystyrene', 'Principal component analysis', 'Singular value decomposition']",19.0,Science of the Total Environment,2022.0,10.2139/ssrn.4245392,https://www.semanticscholar.org/paper/9ad7908d4fc52b16259cd2336341d99aa2e10da3,,
MDM_WF,High-Content Screening Discovers Microplastics Released by Contact Lenses under Sunlight.,Yuxuan Liu; Xin Ling; Runren Jiang; Ling Chen; Lin Ye; Yonghua Wang; G. Lu; Bin Wu,"['contact lenses', 'health risk', 'high throughput', 'human exposure', 'leachate']",17.0,Environmental Science and Technology,2023.0,10.1021/acs.est.3c01601,https://www.semanticscholar.org/paper/1baa64a9aed2e9472b792396acb6d9da71b0112e,,
MDM_WF,Fluorogenic hyaluronan nanogels for detection of micro- and nanoplastics in water,Matteo Cingolani; E. Rampazzo; N. Zaccheroni; D. Genovese; L. Prodi,"['microplastics', 'nanoplastics', 'plastics', 'micron', 'pollution']",11.0,Environmental Science: Nano,2022.0,10.1039/d1en00684c,https://www.semanticscholar.org/paper/9ec742aa4f056b66ca5bfa52256c3fa9521eff90,https://pubs.rsc.org/en/content/articlepdf/2022/en/d1en00684c,"Environmental pollution from plastics is exponentially increasing due to human activities. While larger microplastics can be detected with various methods, retrieving micron-size fragments and nanoplastics remains challenging. Yet, these smaller-sized..."
MDM_WF,"Exploiting weak supervision to facilitate segmentation, classification, and analysis of microplastics (<100 μm) using Raman microspectroscopy images.",S. Phan; D. Torrejon; Jordan Furseth; Erin Mee; C. Luscombe,"['microplastic', 'microplastics', 'plastics', 'segmentation', 'supervised']",11.0,Science of the Total Environment,2023.0,10.2139/ssrn.4336876,https://www.semanticscholar.org/paper/03e9a8be341387d2becfaef814cdb4724ef501c8,,
MDM_WF,Detection of Polystyrene Microplastic Particles in Water Using Surface-Functionalized Terahertz Microfluidic Metamaterials,SaeJune Park; Y. Ahn,"['terahertz spectroscopy', 'metamaterials', 'sensors', 'microplastics', 'lab-on-a-chip']",11.0,Applied Sciences,2022.0,10.3390/app12147102,https://www.semanticscholar.org/paper/b16df2774b565351a4d26d1cdbce358aa27f64c2,https://www.mdpi.com/2076-3417/12/14/7102/pdf?version=1657791292,
MDM_WF,Assessing the inconsistency of microplastic measurements in foods and beverages.,Emine Merve Canga; A. Gowen; Junli Xu,"['beverages', 'detection methods', 'food', 'inconsistencies', 'microplastics']",10.0,Comprehensive Reviews in Food Science and Food Safety,2024.0,10.1111/1541-4337.13315,https://www.semanticscholar.org/paper/a8cbf83cd746149c22876bc3e5cd4f984eb525e9,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1541-4337.13315,
MDM_WF,Integrated sample-pretreatment strategy for separation and enrichment of microplastics and primary aromatic amines in the migration of teabag.,Xiaoyan Ouyang; Yuling Hu; Gongke Li,"['food contact materials', 'integrated sample-pretreatment strategy', 'microplastics', 'primary aromatic amines', 'solid-phase extraction']",10.0,Journal of Separation Science,2021.0,10.1002/jssc.202100893,https://www.semanticscholar.org/paper/3d1c2f9bc48df17c7fd721a4ba396246ced0a432,,
MDM_WF,Thermoelectrically Driven Dual-Mechanism Regulation on SERS and Application Potential for Rapid Detection of SARS-CoV-2 Viruses and Microplastics.,Baoqiang Du; Yalin Liu; Jibing Tan; Zhanning Wang; Chang Ji; Mingrui Shao; Xiaofei Zhao; Jing Yu; Shouzhen Jiang; Chao Zhang; Baoyuan Man; Zhen Li,"['SARS-CoV-2 virus', 'E-SERS', 'mechanism regulation', 'microplastics', 'multimolecular detection']",10.0,ACS Sensors,2024.0,10.1021/acssensors.3c02507,https://www.semanticscholar.org/paper/f3244929e2a4d8e12fcf49c61259e43c2f45d664,,
MDM_WF,Design and Testing of an Underwater Microscope with Variable Objective Lens for the Study of Benthic Communities,K. Shahani; Hong Song; Syed Raza Mehdi; Awakash Sharma; G. Tunio; Junaidullah Qureshi; N. Kalhoro; N. Khaskheli,"['microscope', 'microplastics', 'microplastic', 'corals', 'planktons']",9.0,Journal of Marine Science and Application,2021.0,10.1007/S11804-020-00185-9,https://www.semanticscholar.org/paper/b7928753c620ef67928afde061fa7657c6738bcb,https://link.springer.com/content/pdf/10.1007/s11804-020-00185-9.pdf,"Monitoring the ecology and physiology of corals, sediments, planktons, and microplastic at a suitable spatial resolution is of great importance in oceanic scientific research. To meet this requirement, an underwater microscope with an electrically controlled variable lens was designed and tested. The captured microscopic images of corals, sediments, planktons, and microplastic revealed their physical, biological, and morphological characteristics. Further studies of the images also revealed the growth, degradation, and bleaching patterns of corals; the presence of plankton communities; and the types of microplastics. The imaging performance is majorly influenced by the choice of lenses, camera selection, and lighting method. Image dehazing, global saturation masks, and image histograms were used to extract the image features. Fundamental experimental proof was obtained with micro-scale images of corals, sediments, planktons, and microplastic at different magnifications. The designed underwater microscope can provide relevant new insights into the observation and detection of the future conditions of aquatic ecosystems."
MDM_WF,Mass Spectrometry as an Analytical Tool for Detection of Microplastics in the Environment,S. Chun; M. Muthu; J. Gopal,"['microplastics', 'mass spectrometry', 'environment', 'nanoplastics', 'pollution']",8.0,Chemosensors,2022.0,10.3390/chemosensors10120530,https://www.semanticscholar.org/paper/940d8cd166f45abf296f461ad188c3c90b4969de,https://www.mdpi.com/2227-9040/10/12/530/pdf?version=1670914203,
MDM_WF,Assessing emerging and priority micropollutants in sewage sludge: environmental insights and analytical approaches,D. Rede; Ivan Teixeira; C. Delerue-Matos; V. Fernandes,"['wastewater', 'sludge', 'pollutants', 'sewage', 'pesticides']",8.0,Environmental science and pollution research international,2023.0,10.1007/s11356-023-30963-1,https://www.semanticscholar.org/paper/55aaca8ad2d5b65b75eaa82df5d9706c7e8f73a8,https://link.springer.com/content/pdf/10.1007/s11356-023-30963-1.pdf,"The application of sewage sludge (SS) in agriculture, as an alternative to manufactured fertilizers, is current practice worldwide. However, as wastewater is collected from households, industries, and hospitals, the resulting sludge could contaminate land with creeping levels of pharmaceuticals, pesticides, heavy metals, polycyclic aromatic hydrocarbons, and microplastics, among others. Thus, the sustainable management of SS requires the development of selective methods for the identification and quantification of pollutants, preventing ecological and/or health risks. This study presents a thorough evaluation of emerging and priority micropollutants in SS, through the lens of environmental insights, by developing and implementing an integrated analytical approach. A quick, easy, cheap, effective, rugged, and safe (QuEChERS) extraction method, coupled with gas chromatography and liquid chromatography, was optimized for the determination of 42 organic compounds. These include organophosphorus pesticides, organochlorine pesticides, pyrethroid pesticides, organophosphate ester flame retardants, polybrominated diphenyl ethers, polychlorinated biphenyls, and polycyclic aromatic hydrocarbons. The optimization of the dispersive-solid phase for clean-up, combined with the optimization of chromatographic parameters, ensured improved sensitivity. Method validation included assessments for recovery, reproducibility, limit of detection (LOD), and limit of quantification (LOQ). Recoveries ranged from 59.5 to 117%, while LODs ranged from 0.00700 to 0.271 µg g^-1. Application of the method to seven SS samples from Portuguese wastewater treatment plants revealed the presence of sixteen compounds, including persistent organic pollutants. The quantification of α-endosulfan, an organochlorine pesticide, was consistently observed in all samples, with concentrations ranging from 0.110 to 0.571 µg g^-1. Furthermore, the study encompasses the analysis of agronomic parameters, as well as the mineral and metal content in SS samples. The study demonstrates that the levels of heavy metals comply with legal limits. By conducting a comprehensive investigation into the presence of micropollutants in SS, this study contributes to a deeper understanding of the environmental and sustainable implications associated with SS management. Graphical Abstract"
MDM_WF,Determination of microplastics in agricultural soil by double-shot pyrolysis-gas chromatography combined with two-step extraction.,Huijun Liu; Baoquan Pan; Jingkun Zhang; Zhongping Huang; Pingping Li; Jian Shen,"['agricultural soil', 'double-shot Py-GC-MS', 'microplastics', 'solvent extraction', 'thermochemolysis']",7.0,Journal of Separation Science,2023.0,10.1002/jssc.202300253,https://www.semanticscholar.org/paper/370823f4a46aacba8e9e0f90b48ee9078f498bb2,,
MDM_WF,Microfluidic Detection and Analysis of Microplastics Using Surface Nanodroplets.,Paniz Faramarzi; Wonik Jang; Donghyeon Oh; Byeung-In Kim; Ju Hyeon Kim; Jae Bem You,"['Raman analysis', 'interfacial adsorption', 'microfluidic device', 'microplastics', 'surface nanodroplets']",7.0,ACS Sensors,2024.0,10.1021/acssensors.3c02627,https://www.semanticscholar.org/paper/f541f076488246420fce100e140d3fd93ce341da,https://pubs.acs.org/doi/pdf/10.1021/acssensors.3c02627,
MDM_WF,Exploring Innovative Approaches for the Analysis of Micro- and Nanoplastics: Breakthroughs in (Bio)Sensing Techniques,Denise Margarita Rivera-Rivera; Gabriela Elizabeth Quintanilla-Villanueva; Donato Luna-Moreno; A. Sánchez-Álvarez; José Manuel Rodríguez-Delgado; E. I. Cedillo-González; Garima Kaushik; J. Villarreal-Chiu; M. Rodríguez-Delgado,"['microplastics', 'nanoplastics', 'biosensors', 'electrochemical sensor', 'photonic sensor']",7.0,Biosensors,2025.0,10.3390/bios15010044,https://www.semanticscholar.org/paper/7a0008b9531872b4b9273cc9ee3ccf8bc28fd37e,https://doi.org/10.3390/bios15010044,
MDM_WF,Development of a rapid detection protocol for microplastics using reflectance-FTIR spectroscopic imaging and multivariate classification,Meg Willans; Elkia Szczecinski; Claire Roocke; Sophie Williams; Sunita Timalsina; J. Vongsvivut; Jennifer Mcilwain; Gita Naderi; K. Linge; M. Hackett,"['microplastics', 'plastics', 'aquatic', 'environmental', 'hazards']",6.0,Environmental Science: Advances,2023.0,10.1039/d2va00313a,https://www.semanticscholar.org/paper/448cf7edb368ab0f91556fc9eb63763407bc6e9a,https://pubs.rsc.org/en/content/articlepdf/2023/va/d2va00313a,"Microplastics present a serious and worsening environmental threat to marine and aquatic ecosystems. Continued monitoring is crucial in assessing the hazards and provenance of plastics. Unfortunately, analytical methods that are..."
MDM_WF,Development of a multi-spectroscopy method coupling μ-FTIR and μ-Raman analysis for one-stop detection of microplastics in environmental and biological samples.,Zhichun Zhang; Yang Geng; Wei Zhou; Xuehua Shao; Hua Lin; Ying Zhou,"['Barium fluoride substrate', 'Environmental analysis', 'Exposure assessment', 'Human exhaled breath', 'Microplastics', 'Multi-spectroscopy method']",6.0,Science of the Total Environment,2024.0,10.1016/j.scitotenv.2024.170396,https://www.semanticscholar.org/paper/16d68459d4c51a5a7e23aa6325e2906aee1c05d8,,
MDM_WF,Identification of Plastic Type and Surface Roughness of Film-Type Plastics in Water Using Kramers–Kronig Analysis,Boniphace Kanyathare; Benjamin O. Asamoah; M. Ishaq; James Amoani; J. Räty; K. Peiponen,"['microplastic', 'Kramers–Kronig relation', 'surface roughness', 'transmittance', 'vis-NIR spectroscopy']",6.0,Chemosensors,2020.0,10.3390/CHEMOSENSORS8040088,https://www.semanticscholar.org/paper/52a4e63eabb6372843581c556faaa9cbc4cb621e,https://www.mdpi.com/2227-9040/8/4/88/pdf?version=1601113853,
